**********
SEED 1
**********
Iteration 1	 Training error: 0.285917
Iteration 100	 Training error: 0.242671
Iteration 101	 Training error: 0.242464
Iteration 102	 Training error: 0.242252
Iteration 103	 Training error: 0.242034
Iteration 104	 Training error: 0.241808
Iteration 105	 Training error: 0.241576
Iteration 106	 Training error: 0.241337
Iteration 107	 Training error: 0.241091
Iteration 108	 Training error: 0.240837
Iteration 109	 Training error: 0.240576
Iteration 110	 Training error: 0.240306
Iteration 111	 Training error: 0.240028
Iteration 112	 Training error: 0.239742
Iteration 113	 Training error: 0.239447
Iteration 114	 Training error: 0.239142
Iteration 115	 Training error: 0.238829
Iteration 116	 Training error: 0.238505
Iteration 117	 Training error: 0.238172
Iteration 118	 Training error: 0.237828
Iteration 119	 Training error: 0.237474
Iteration 120	 Training error: 0.237109
Iteration 121	 Training error: 0.236732
Iteration 122	 Training error: 0.236345
Iteration 123	 Training error: 0.235945
Iteration 124	 Training error: 0.235533
Iteration 125	 Training error: 0.235109
Iteration 126	 Training error: 0.234672
Iteration 127	 Training error: 0.234222
Iteration 128	 Training error: 0.233759
Iteration 129	 Training error: 0.233281
Iteration 130	 Training error: 0.23279
Iteration 131	 Training error: 0.232285
Iteration 132	 Training error: 0.231765
Iteration 133	 Training error: 0.23123
Iteration 134	 Training error: 0.23068
Iteration 135	 Training error: 0.230115
Iteration 136	 Training error: 0.229534
Iteration 137	 Training error: 0.228938
Iteration 138	 Training error: 0.228325
Iteration 139	 Training error: 0.227696
Iteration 140	 Training error: 0.22705
Iteration 141	 Training error: 0.226388
Iteration 142	 Training error: 0.22571
Iteration 143	 Training error: 0.225014
Iteration 144	 Training error: 0.224301
Iteration 145	 Training error: 0.223571
Iteration 146	 Training error: 0.222824
Iteration 147	 Training error: 0.22206
Iteration 148	 Training error: 0.221278
Iteration 149	 Training error: 0.220479
Iteration 150	 Training error: 0.219662
Iteration 151	 Training error: 0.218829
Iteration 152	 Training error: 0.217978
Iteration 153	 Training error: 0.217109
Iteration 154	 Training error: 0.216223
Iteration 155	 Training error: 0.21532
Iteration 156	 Training error: 0.2144
Iteration 157	 Training error: 0.213462
Iteration 158	 Training error: 0.212507
Iteration 159	 Training error: 0.211534
Iteration 160	 Training error: 0.210544
Iteration 161	 Training error: 0.209537
Iteration 162	 Training error: 0.208511
Iteration 163	 Training error: 0.207468
Iteration 164	 Training error: 0.206406
Iteration 165	 Training error: 0.205326
Iteration 166	 Training error: 0.204227
Iteration 167	 Training error: 0.203108
Iteration 168	 Training error: 0.20197
Iteration 169	 Training error: 0.20081
Iteration 170	 Training error: 0.19963
Iteration 171	 Training error: 0.198428
Iteration 172	 Training error: 0.197202
Iteration 173	 Training error: 0.195953
Iteration 174	 Training error: 0.194679
Iteration 175	 Training error: 0.193379
Iteration 176	 Training error: 0.192052
Iteration 177	 Training error: 0.190697
Iteration 178	 Training error: 0.189313
Iteration 179	 Training error: 0.187898
Iteration 180	 Training error: 0.186451
Iteration 181	 Training error: 0.184971
Iteration 182	 Training error: 0.183456
Iteration 183	 Training error: 0.181907
Iteration 184	 Training error: 0.18032
Iteration 185	 Training error: 0.178697
Iteration 186	 Training error: 0.177034
Iteration 187	 Training error: 0.175332
Iteration 188	 Training error: 0.173589
Iteration 189	 Training error: 0.171805
Iteration 190	 Training error: 0.169979
Iteration 191	 Training error: 0.168109
Iteration 192	 Training error: 0.166195
Iteration 193	 Training error: 0.164237
Iteration 194	 Training error: 0.162232
Iteration 195	 Training error: 0.160181
Iteration 196	 Training error: 0.158082
Iteration 197	 Training error: 0.155934
Iteration 198	 Training error: 0.153736
Iteration 199	 Training error: 0.151487
Iteration 200	 Training error: 0.149187
Iteration 201	 Training error: 0.146835
Iteration 202	 Training error: 0.144429
Iteration 203	 Training error: 0.141971
Iteration 204	 Training error: 0.13946
Iteration 205	 Training error: 0.136896
Iteration 206	 Training error: 0.134281
Iteration 207	 Training error: 0.131617
Iteration 208	 Training error: 0.128905
Iteration 209	 Training error: 0.126149
Iteration 210	 Training error: 0.123352
Iteration 211	 Training error: 0.120519
Iteration 212	 Training error: 0.117655
Iteration 213	 Training error: 0.114765
Iteration 214	 Training error: 0.111856
Iteration 215	 Training error: 0.108935
Iteration 216	 Training error: 0.106008
Iteration 217	 Training error: 0.103083
Iteration 218	 Training error: 0.100168
Iteration 219	 Training error: 0.0972705
Iteration 220	 Training error: 0.0943973
Iteration 221	 Training error: 0.0915556
Iteration 222	 Training error: 0.0887521
Iteration 223	 Training error: 0.085993
Iteration 224	 Training error: 0.0832839
Iteration 225	 Training error: 0.0806295
Iteration 226	 Training error: 0.0780343
Iteration 227	 Training error: 0.0755018
Iteration 228	 Training error: 0.073035
Iteration 229	 Training error: 0.0706361
Iteration 230	 Training error: 0.0683069
Iteration 231	 Training error: 0.0660487
Iteration 232	 Training error: 0.0638619
Iteration 233	 Training error: 0.0617469
Iteration 234	 Training error: 0.0597035
Iteration 235	 Training error: 0.0577312
Iteration 236	 Training error: 0.055829
Iteration 237	 Training error: 0.0539959
Iteration 238	 Training error: 0.0522306
Iteration 239	 Training error: 0.0505315
Iteration 240	 Training error: 0.0488971
Iteration 241	 Training error: 0.0473256
Iteration 242	 Training error: 0.0458151
Iteration 243	 Training error: 0.0443637
Iteration 244	 Training error: 0.0429695
Iteration 245	 Training error: 0.0416305
Iteration 246	 Training error: 0.0403446
Iteration 247	 Training error: 0.03911
Iteration 248	 Training error: 0.0379247
Iteration 249	 Training error: 0.0367866
Iteration 250	 Training error: 0.035694
Iteration 251	 Training error: 0.0346449
Iteration 252	 Training error: 0.0336375
Iteration 253	 Training error: 0.0326701
Iteration 254	 Training error: 0.031741
Iteration 255	 Training error: 0.0308484
Iteration 256	 Training error: 0.0299909
Iteration 257	 Training error: 0.0291668
Iteration 258	 Training error: 0.0283748
Iteration 259	 Training error: 0.0276133
Iteration 260	 Training error: 0.026881
Iteration 261	 Training error: 0.0261767
Iteration 262	 Training error: 0.025499
Iteration 263	 Training error: 0.0248468
Iteration 264	 Training error: 0.0242189
Iteration 265	 Training error: 0.0236143
Iteration 266	 Training error: 0.0230319
Iteration 267	 Training error: 0.0224707
Iteration 268	 Training error: 0.0219298
Iteration 269	 Training error: 0.0214083
Iteration 270	 Training error: 0.0209054
Iteration 271	 Training error: 0.0204201
Iteration 272	 Training error: 0.0199519
Iteration 273	 Training error: 0.0194998
Iteration 274	 Training error: 0.0190632
Iteration 275	 Training error: 0.0186415
Iteration 276	 Training error: 0.018234
Iteration 277	 Training error: 0.0178401
Iteration 278	 Training error: 0.0174593
Iteration 279	 Training error: 0.0170909
Iteration 280	 Training error: 0.0167345
Iteration 281	 Training error: 0.0163895
Iteration 282	 Training error: 0.0160556
Iteration 283	 Training error: 0.0157321
Iteration 284	 Training error: 0.0154188
Iteration 285	 Training error: 0.0151153
Iteration 286	 Training error: 0.014821
Iteration 287	 Training error: 0.0145357
Iteration 288	 Training error: 0.014259
Iteration 289	 Training error: 0.0139905
Iteration 290	 Training error: 0.01373
Iteration 291	 Training error: 0.0134771
Iteration 292	 Training error: 0.0132315
Iteration 293	 Training error: 0.012993
Iteration 294	 Training error: 0.0127613
Iteration 295	 Training error: 0.0125362
Iteration 296	 Training error: 0.0123173
Iteration 297	 Training error: 0.0121045
Iteration 298	 Training error: 0.0118976
Iteration 299	 Training error: 0.0116963
Iteration 300	 Training error: 0.0115004
Iteration 301	 Training error: 0.0113097
Iteration 302	 Training error: 0.0111241
Iteration 303	 Training error: 0.0109434
Iteration 304	 Training error: 0.0107674
Iteration 305	 Training error: 0.0105959
Iteration 306	 Training error: 0.0104288
Iteration 307	 Training error: 0.010266
Iteration 308	 Training error: 0.0101072
Iteration 309	 Training error: 0.00995237
Iteration 310	 Training error: 0.00980137
Iteration 311	 Training error: 0.00965408
Iteration 312	 Training error: 0.00951036
Iteration 313	 Training error: 0.0093701
Iteration 314	 Training error: 0.00923318
Iteration 315	 Training error: 0.00909951
Iteration 316	 Training error: 0.00896898
Iteration 317	 Training error: 0.00884148
Iteration 318	 Training error: 0.00871693
Iteration 319	 Training error: 0.00859523
Iteration 320	 Training error: 0.00847629
Iteration 321	 Training error: 0.00836003
Iteration 322	 Training error: 0.00824637
Iteration 323	 Training error: 0.00813523
Iteration 324	 Training error: 0.00802654
Iteration 325	 Training error: 0.00792022
Iteration 326	 Training error: 0.0078162
Iteration 327	 Training error: 0.00771441
Iteration 328	 Training error: 0.00761479
Iteration 329	 Training error: 0.00751728
Iteration 330	 Training error: 0.00742182
Iteration 331	 Training error: 0.00732834
Iteration 332	 Training error: 0.0072368
Iteration 333	 Training error: 0.00714714
Iteration 334	 Training error: 0.0070593
Iteration 335	 Training error: 0.00697323
Iteration 336	 Training error: 0.00688889
Iteration 337	 Training error: 0.00680624
Iteration 338	 Training error: 0.00672521
Iteration 339	 Training error: 0.00664578
Iteration 340	 Training error: 0.00656789
Iteration 341	 Training error: 0.00649151
Iteration 342	 Training error: 0.0064166
Iteration 343	 Training error: 0.00634311
Iteration 344	 Training error: 0.00627102
Iteration 345	 Training error: 0.00620028
Iteration 346	 Training error: 0.00613086
Iteration 347	 Training error: 0.00606273
Iteration 348	 Training error: 0.00599585
Iteration 349	 Training error: 0.0059302
Iteration 350	 Training error: 0.00586574
Iteration 351	 Training error: 0.00580244
Iteration 352	 Training error: 0.00574027
Iteration 353	 Training error: 0.00567921
Iteration 354	 Training error: 0.00561923
Iteration 355	 Training error: 0.00556031
Iteration 356	 Training error: 0.00550241
Iteration 357	 Training error: 0.00544551
Iteration 358	 Training error: 0.0053896
Iteration 359	 Training error: 0.00533464
Iteration 360	 Training error: 0.00528062
Iteration 361	 Training error: 0.0052275
Iteration 362	 Training error: 0.00517528
Iteration 363	 Training error: 0.00512393
Iteration 364	 Training error: 0.00507343
Iteration 365	 Training error: 0.00502376
Iteration 366	 Training error: 0.0049749
Iteration 367	 Training error: 0.00492684
Iteration 368	 Training error: 0.00487956
Iteration 369	 Training error: 0.00483303
Iteration 370	 Training error: 0.00478725
Iteration 371	 Training error: 0.00474219
Iteration 372	 Training error: 0.00469784
Iteration 373	 Training error: 0.00465419
Iteration 374	 Training error: 0.00461122
Iteration 375	 Training error: 0.00456891
Iteration 376	 Training error: 0.00452726
Iteration 377	 Training error: 0.00448624
Iteration 378	 Training error: 0.00444585
Iteration 379	 Training error: 0.00440606
Iteration 380	 Training error: 0.00436688
Iteration 381	 Training error: 0.00432828
Iteration 382	 Training error: 0.00429026
Iteration 383	 Training error: 0.00425279
Iteration 384	 Training error: 0.00421588
Iteration 385	 Training error: 0.00417951
Iteration 386	 Training error: 0.00414366
Iteration 387	 Training error: 0.00410834
Iteration 388	 Training error: 0.00407352
Iteration 389	 Training error: 0.0040392
Iteration 390	 Training error: 0.00400537
Iteration 391	 Training error: 0.00397201
Iteration 392	 Training error: 0.00393912
Iteration 393	 Training error: 0.0039067
Iteration 394	 Training error: 0.00387472
Iteration 395	 Training error: 0.00384319
Iteration 396	 Training error: 0.00381209
Iteration 397	 Training error: 0.00378141
Iteration 398	 Training error: 0.00375116
Iteration 399	 Training error: 0.00372131
Iteration 400	 Training error: 0.00369187
Iteration 401	 Training error: 0.00366281
Iteration 402	 Training error: 0.00363415
Iteration 403	 Training error: 0.00360587
Iteration 404	 Training error: 0.00357796
Iteration 405	 Training error: 0.00355041
Iteration 406	 Training error: 0.00352323
Iteration 407	 Training error: 0.0034964
Iteration 408	 Training error: 0.00346991
Iteration 409	 Training error: 0.00344377
Iteration 410	 Training error: 0.00341796
Iteration 411	 Training error: 0.00339247
Iteration 412	 Training error: 0.00336732
Iteration 413	 Training error: 0.00334247
Iteration 414	 Training error: 0.00331794
Iteration 415	 Training error: 0.00329372
Iteration 416	 Training error: 0.0032698
Iteration 417	 Training error: 0.00324617
Iteration 418	 Training error: 0.00322283
Iteration 419	 Training error: 0.00319978
Iteration 420	 Training error: 0.00317701
Iteration 421	 Training error: 0.00315451
Iteration 422	 Training error: 0.00313229
Iteration 423	 Training error: 0.00311033
Iteration 424	 Training error: 0.00308864
Iteration 425	 Training error: 0.0030672
Iteration 426	 Training error: 0.00304602
Iteration 427	 Training error: 0.00302509
Iteration 428	 Training error: 0.0030044
Iteration 429	 Training error: 0.00298396
Iteration 430	 Training error: 0.00296375
Iteration 431	 Training error: 0.00294377
Iteration 432	 Training error: 0.00292403
Iteration 433	 Training error: 0.00290451
Iteration 434	 Training error: 0.00288522
Iteration 435	 Training error: 0.00286614
Iteration 436	 Training error: 0.00284728
Iteration 437	 Training error: 0.00282863
Iteration 438	 Training error: 0.00281019
Iteration 439	 Training error: 0.00279196
Iteration 440	 Training error: 0.00277393
Iteration 441	 Training error: 0.0027561
Iteration 442	 Training error: 0.00273846
Iteration 443	 Training error: 0.00272102
Iteration 444	 Training error: 0.00270377
Iteration 445	 Training error: 0.0026867
Iteration 446	 Training error: 0.00266982
Iteration 447	 Training error: 0.00265313
Iteration 448	 Training error: 0.00263661
Iteration 449	 Training error: 0.00262027
Iteration 450	 Training error: 0.0026041
Iteration 451	 Training error: 0.0025881
Iteration 452	 Training error: 0.00257228
Iteration 453	 Training error: 0.00255661
Iteration 454	 Training error: 0.00254112
Iteration 455	 Training error: 0.00252578
Iteration 456	 Training error: 0.0025106
Iteration 457	 Training error: 0.00249558
Iteration 458	 Training error: 0.00248072
Iteration 459	 Training error: 0.002466
Iteration 460	 Training error: 0.00245144
Iteration 461	 Training error: 0.00243702
Iteration 462	 Training error: 0.00242275
Iteration 463	 Training error: 0.00240863
Iteration 464	 Training error: 0.00239464
Iteration 465	 Training error: 0.0023808
Iteration 466	 Training error: 0.00236709
Iteration 467	 Training error: 0.00235352
Iteration 468	 Training error: 0.00234009
Iteration 469	 Training error: 0.00232678
Iteration 470	 Training error: 0.00231361
Iteration 471	 Training error: 0.00230057
Iteration 472	 Training error: 0.00228765
Iteration 473	 Training error: 0.00227486
Iteration 474	 Training error: 0.00226219
Iteration 475	 Training error: 0.00224964
Iteration 476	 Training error: 0.00223721
Iteration 477	 Training error: 0.0022249
Iteration 478	 Training error: 0.00221271
Iteration 479	 Training error: 0.00220063
Iteration 480	 Training error: 0.00218867
Iteration 481	 Training error: 0.00217682
Iteration 482	 Training error: 0.00216508
Iteration 483	 Training error: 0.00215345
Iteration 484	 Training error: 0.00214193
Iteration 485	 Training error: 0.00213052
Iteration 486	 Training error: 0.00211921
Iteration 487	 Training error: 0.002108
Iteration 488	 Training error: 0.0020969
Iteration 489	 Training error: 0.0020859
Iteration 490	 Training error: 0.00207499
Iteration 491	 Training error: 0.00206419
Iteration 492	 Training error: 0.00205348
Iteration 493	 Training error: 0.00204288
Iteration 494	 Training error: 0.00203236
Iteration 495	 Training error: 0.00202194
Iteration 496	 Training error: 0.00201161
Iteration 497	 Training error: 0.00200137
Iteration 498	 Training error: 0.00199123
Iteration 499	 Training error: 0.00198117
Iteration 500	 Training error: 0.0019712
Iteration 501	 Training error: 0.00196132
Iteration 502	 Training error: 0.00195152
Iteration 503	 Training error: 0.00194181
Iteration 504	 Training error: 0.00193219
Iteration 505	 Training error: 0.00192264
Iteration 506	 Training error: 0.00191318
Iteration 507	 Training error: 0.0019038
Iteration 508	 Training error: 0.0018945
Iteration 509	 Training error: 0.00188527
Iteration 510	 Training error: 0.00187613
Iteration 511	 Training error: 0.00186706
Iteration 512	 Training error: 0.00185807
Iteration 513	 Training error: 0.00184915
Iteration 514	 Training error: 0.00184031
Iteration 515	 Training error: 0.00183155
Iteration 516	 Training error: 0.00182285
Iteration 517	 Training error: 0.00181423
Iteration 518	 Training error: 0.00180567
Iteration 519	 Training error: 0.00179719
Iteration 520	 Training error: 0.00178878
Iteration 521	 Training error: 0.00178044
Iteration 522	 Training error: 0.00177216
Iteration 523	 Training error: 0.00176395
Iteration 524	 Training error: 0.00175581
Iteration 525	 Training error: 0.00174773
Iteration 526	 Training error: 0.00173972
Iteration 527	 Training error: 0.00173177
Iteration 528	 Training error: 0.00172388
Iteration 529	 Training error: 0.00171606
Iteration 530	 Training error: 0.0017083
Iteration 531	 Training error: 0.0017006
Iteration 532	 Training error: 0.00169296
Iteration 533	 Training error: 0.00168538
Iteration 534	 Training error: 0.00167786
Iteration 535	 Training error: 0.0016704
Iteration 536	 Training error: 0.001663
Iteration 537	 Training error: 0.00165565
Iteration 538	 Training error: 0.00164836
Iteration 539	 Training error: 0.00164113
Iteration 540	 Training error: 0.00163395
Iteration 541	 Training error: 0.00162683
Iteration 542	 Training error: 0.00161976
Iteration 543	 Training error: 0.00161274
Iteration 544	 Training error: 0.00160578
Iteration 545	 Training error: 0.00159887
Iteration 546	 Training error: 0.00159202
Iteration 547	 Training error: 0.00158521
Iteration 548	 Training error: 0.00157845
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.00157175
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: -0.0442433 -1.32223 -1.35808 
 Neuron 1: -1.55831 -1.94652 -1.77442 
 Neuron 2: -0.847664 0.78151 -0.914649 
 Neuron 3: -0.0232944 0.45444 -0.429676 
 Neuron 4: 1.48956 1.757 1.77125 
 Neuron 5: -0.9257 -1.15035 -1.56844 
 Neuron 6: 2.7017 -2.8415 -2.82445 
 Neuron 7: -0.952487 1.36277 1.41892 

Layer 2 weights:
 Neuron 0: -0.233222 -0.81831 -0.398331 0.190684 -0.469463 0.350887 0.538139 -1.89268 1.20744 
 Neuron 1: -0.796621 0.116805 -1.48186 0.157319 0.946599 0.769534 0.254671 0.33679 -0.913236 
 Neuron 2: 0.0418296 2.07852 1.47415 0.564089 -0.847033 -1.16693 1.13284 3.28321 -1.66068 
 Neuron 3: 0.132108 0.243011 -1.48809 0.575954 -0.629745 0.887784 -1.55988 1.10825 0.778389 
 Neuron 4: 0.349734 0.604125 -0.835807 -0.00773778 0.740084 0.419063 -0.100241 -0.295037 0.0203514 
 Neuron 5: -0.420695 1.14844 1.26938 -0.253903 0.423442 -0.749898 -0.000894081 -0.962703 0.126602 
 Neuron 6: 0.438907 0.624588 0.136602 -0.378889 0.731465 -1.15694 0.778318 -1.10801 0.5056 
 Neuron 7: 0.652443 0.998977 2.18802 -0.191564 0.261386 -1.57969 1.38581 -2.64289 0.157067 

Layer 3 weights:
 Neuron 0: -1.41108 -2.01222 1.3163 4.4873 2.06206 0.188577 -1.94318 -2.04549 -4.8567 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.96169 
0 -- 0.0422427 
1 -- 0.959982 
0 -- 0.0378611 
We end!! => Final test error: 0.00157175
**********
SEED 5
**********
Iteration 1	 Training error: 0.265195
Iteration 2	 Training error: 0.258594
Iteration 3	 Training error: 0.252306
Iteration 4	 Training error: 0.249181
Iteration 5	 Training error: 0.248835
Iteration 6	 Training error: 0.249432
Iteration 7	 Training error: 0.249673
Iteration 8	 Training error: 0.249317
Iteration 9	 Training error: 0.248708
Iteration 10	 Training error: 0.248198
Iteration 11	 Training error: 0.247903
Iteration 12	 Training error: 0.247753
Iteration 13	 Training error: 0.247636
Iteration 14	 Training error: 0.247496
Iteration 15	 Training error: 0.247333
Iteration 16	 Training error: 0.247167
Iteration 17	 Training error: 0.247011
Iteration 18	 Training error: 0.246863
Iteration 19	 Training error: 0.246716
Iteration 20	 Training error: 0.246563
Iteration 21	 Training error: 0.246402
Iteration 22	 Training error: 0.246237
Iteration 23	 Training error: 0.246067
Iteration 24	 Training error: 0.245896
Iteration 25	 Training error: 0.245723
Iteration 26	 Training error: 0.245546
Iteration 27	 Training error: 0.245367
Iteration 28	 Training error: 0.245183
Iteration 29	 Training error: 0.244995
Iteration 30	 Training error: 0.244803
Iteration 31	 Training error: 0.244605
Iteration 32	 Training error: 0.244401
Iteration 33	 Training error: 0.244191
Iteration 34	 Training error: 0.243975
Iteration 35	 Training error: 0.243753
Iteration 36	 Training error: 0.243523
Iteration 37	 Training error: 0.243287
Iteration 38	 Training error: 0.243042
Iteration 39	 Training error: 0.24279
Iteration 40	 Training error: 0.242529
Iteration 41	 Training error: 0.242259
Iteration 42	 Training error: 0.241979
Iteration 43	 Training error: 0.24169
Iteration 44	 Training error: 0.24139
Iteration 45	 Training error: 0.241079
Iteration 46	 Training error: 0.240756
Iteration 47	 Training error: 0.240421
Iteration 48	 Training error: 0.240073
Iteration 49	 Training error: 0.239712
Iteration 50	 Training error: 0.239336
Iteration 51	 Training error: 0.238945
Iteration 52	 Training error: 0.238538
Iteration 53	 Training error: 0.238115
Iteration 54	 Training error: 0.237674
Iteration 55	 Training error: 0.237214
Iteration 56	 Training error: 0.236735
Iteration 57	 Training error: 0.236236
Iteration 58	 Training error: 0.235716
Iteration 59	 Training error: 0.235173
Iteration 60	 Training error: 0.234606
Iteration 61	 Training error: 0.234015
Iteration 62	 Training error: 0.233397
Iteration 63	 Training error: 0.232752
Iteration 64	 Training error: 0.232079
Iteration 65	 Training error: 0.231375
Iteration 66	 Training error: 0.23064
Iteration 67	 Training error: 0.229872
Iteration 68	 Training error: 0.229069
Iteration 69	 Training error: 0.22823
Iteration 70	 Training error: 0.227353
Iteration 71	 Training error: 0.226436
Iteration 72	 Training error: 0.225478
Iteration 73	 Training error: 0.224476
Iteration 74	 Training error: 0.223429
Iteration 75	 Training error: 0.222336
Iteration 76	 Training error: 0.221193
Iteration 77	 Training error: 0.22
Iteration 78	 Training error: 0.218754
Iteration 79	 Training error: 0.217453
Iteration 80	 Training error: 0.216096
Iteration 81	 Training error: 0.21468
Iteration 82	 Training error: 0.213203
Iteration 83	 Training error: 0.211664
Iteration 84	 Training error: 0.210061
Iteration 85	 Training error: 0.208391
Iteration 86	 Training error: 0.206654
Iteration 87	 Training error: 0.204847
Iteration 88	 Training error: 0.202969
Iteration 89	 Training error: 0.201018
Iteration 90	 Training error: 0.198992
Iteration 91	 Training error: 0.196891
Iteration 92	 Training error: 0.194714
Iteration 93	 Training error: 0.192458
Iteration 94	 Training error: 0.190123
Iteration 95	 Training error: 0.187708
Iteration 96	 Training error: 0.185213
Iteration 97	 Training error: 0.182637
Iteration 98	 Training error: 0.17998
Iteration 99	 Training error: 0.177242
Iteration 100	 Training error: 0.174423
Iteration 101	 Training error: 0.171525
Iteration 102	 Training error: 0.168548
Iteration 103	 Training error: 0.165495
Iteration 104	 Training error: 0.162366
Iteration 105	 Training error: 0.159164
Iteration 106	 Training error: 0.155893
Iteration 107	 Training error: 0.152555
Iteration 108	 Training error: 0.149155
Iteration 109	 Training error: 0.145698
Iteration 110	 Training error: 0.142188
Iteration 111	 Training error: 0.138631
Iteration 112	 Training error: 0.135035
Iteration 113	 Training error: 0.131404
Iteration 114	 Training error: 0.127748
Iteration 115	 Training error: 0.124074
Iteration 116	 Training error: 0.12039
Iteration 117	 Training error: 0.116704
Iteration 118	 Training error: 0.113026
Iteration 119	 Training error: 0.109364
Iteration 120	 Training error: 0.105727
Iteration 121	 Training error: 0.102124
Iteration 122	 Training error: 0.0985638
Iteration 123	 Training error: 0.0950545
Iteration 124	 Training error: 0.091604
Iteration 125	 Training error: 0.0882197
Iteration 126	 Training error: 0.0849085
Iteration 127	 Training error: 0.0816763
Iteration 128	 Training error: 0.0785287
Iteration 129	 Training error: 0.0754701
Iteration 130	 Training error: 0.0725045
Iteration 131	 Training error: 0.0696348
Iteration 132	 Training error: 0.0668633
Iteration 133	 Training error: 0.0641915
Iteration 134	 Training error: 0.0616202
Iteration 135	 Training error: 0.0591495
Iteration 136	 Training error: 0.0567788
Iteration 137	 Training error: 0.0545072
Iteration 138	 Training error: 0.0523331
Iteration 139	 Training error: 0.0502546
Iteration 140	 Training error: 0.0482692
Iteration 141	 Training error: 0.0463745
Iteration 142	 Training error: 0.0445675
Iteration 143	 Training error: 0.0428453
Iteration 144	 Training error: 0.0412046
Iteration 145	 Training error: 0.0396423
Iteration 146	 Training error: 0.0381551
Iteration 147	 Training error: 0.0367397
Iteration 148	 Training error: 0.0353929
Iteration 149	 Training error: 0.0341113
Iteration 150	 Training error: 0.0328918
Iteration 151	 Training error: 0.0317315
Iteration 152	 Training error: 0.0306272
Iteration 153	 Training error: 0.029576
Iteration 154	 Training error: 0.0285753
Iteration 155	 Training error: 0.0276224
Iteration 156	 Training error: 0.0267147
Iteration 157	 Training error: 0.0258497
Iteration 158	 Training error: 0.0250253
Iteration 159	 Training error: 0.0242392
Iteration 160	 Training error: 0.0234893
Iteration 161	 Training error: 0.0227736
Iteration 162	 Training error: 0.0220903
Iteration 163	 Training error: 0.0214377
Iteration 164	 Training error: 0.0208141
Iteration 165	 Training error: 0.0202179
Iteration 166	 Training error: 0.0196477
Iteration 167	 Training error: 0.019102
Iteration 168	 Training error: 0.0185795
Iteration 169	 Training error: 0.0180791
Iteration 170	 Training error: 0.0175996
Iteration 171	 Training error: 0.0171398
Iteration 172	 Training error: 0.0166987
Iteration 173	 Training error: 0.0162755
Iteration 174	 Training error: 0.0158691
Iteration 175	 Training error: 0.0154787
Iteration 176	 Training error: 0.0151035
Iteration 177	 Training error: 0.0147427
Iteration 178	 Training error: 0.0143957
Iteration 179	 Training error: 0.0140618
Iteration 180	 Training error: 0.0137402
Iteration 181	 Training error: 0.0134305
Iteration 182	 Training error: 0.013132
Iteration 183	 Training error: 0.0128442
Iteration 184	 Training error: 0.0125666
Iteration 185	 Training error: 0.0122988
Iteration 186	 Training error: 0.0120403
Iteration 187	 Training error: 0.0117906
Iteration 188	 Training error: 0.0115494
Iteration 189	 Training error: 0.0113162
Iteration 190	 Training error: 0.0110908
Iteration 191	 Training error: 0.0108728
Iteration 192	 Training error: 0.0106618
Iteration 193	 Training error: 0.0104576
Iteration 194	 Training error: 0.0102598
Iteration 195	 Training error: 0.0100683
Iteration 196	 Training error: 0.00988268
Iteration 197	 Training error: 0.00970275
Iteration 198	 Training error: 0.00952828
Iteration 199	 Training error: 0.00935903
Iteration 200	 Training error: 0.00919481
Iteration 201	 Training error: 0.00903541
Iteration 202	 Training error: 0.00888063
Iteration 203	 Training error: 0.00873031
Iteration 204	 Training error: 0.00858425
Iteration 205	 Training error: 0.00844231
Iteration 206	 Training error: 0.00830432
Iteration 207	 Training error: 0.00817013
Iteration 208	 Training error: 0.00803961
Iteration 209	 Training error: 0.00791261
Iteration 210	 Training error: 0.007789
Iteration 211	 Training error: 0.00766867
Iteration 212	 Training error: 0.00755149
Iteration 213	 Training error: 0.00743735
Iteration 214	 Training error: 0.00732615
Iteration 215	 Training error: 0.00721777
Iteration 216	 Training error: 0.00711213
Iteration 217	 Training error: 0.00700912
Iteration 218	 Training error: 0.00690866
Iteration 219	 Training error: 0.00681066
Iteration 220	 Training error: 0.00671504
Iteration 221	 Training error: 0.00662172
Iteration 222	 Training error: 0.00653062
Iteration 223	 Training error: 0.00644167
Iteration 224	 Training error: 0.00635481
Iteration 225	 Training error: 0.00626995
Iteration 226	 Training error: 0.00618704
Iteration 227	 Training error: 0.00610602
Iteration 228	 Training error: 0.00602683
Iteration 229	 Training error: 0.00594941
Iteration 230	 Training error: 0.0058737
Iteration 231	 Training error: 0.00579966
Iteration 232	 Training error: 0.00572723
Iteration 233	 Training error: 0.00565637
Iteration 234	 Training error: 0.00558702
Iteration 235	 Training error: 0.00551915
Iteration 236	 Training error: 0.0054527
Iteration 237	 Training error: 0.00538765
Iteration 238	 Training error: 0.00532394
Iteration 239	 Training error: 0.00526153
Iteration 240	 Training error: 0.0052004
Iteration 241	 Training error: 0.00514051
Iteration 242	 Training error: 0.00508181
Iteration 243	 Training error: 0.00502428
Iteration 244	 Training error: 0.00496789
Iteration 245	 Training error: 0.0049126
Iteration 246	 Training error: 0.00485839
Iteration 247	 Training error: 0.00480521
Iteration 248	 Training error: 0.00475306
Iteration 249	 Training error: 0.00470189
Iteration 250	 Training error: 0.00465169
Iteration 251	 Training error: 0.00460242
